_link,_link_main,dataApertura,dataFineRaccolta,dataFineValidita,dataGazzetta,dataInizioRaccolta,dataInizioValidita,dataIns,dataUltimoAgg,descrizione,descrizioneBreve,estremi,id,titoloLeggeCostituzionale,titolo,supportata,sostenitori,sito,logo,quesito,quorum,idDecCatIniziativa_dataFineValidita,idDecCatIniziativa_dataInizioValidita,idDecCatIniziativa_descrizione,idDecCatIniziativa_id,idDecCatIniziativa_nome,idDecStatoIniziativa_dataFineValidita,idDecStatoIniziativa_dataInizioValidita,idDecStatoIniziativa_descrizione,idDecStatoIniziativa_id,idDecStatoIniziativa_nome,idDecStatoLogo_dataFineValidita,idDecStatoLogo_dataInizioValidita,idDecStatoLogo_descrizione,idDecStatoLogo_id,idDecStatoLogo_nome,idDecTipoIniziativa_dataFineValidita,idDecTipoIniziativa_dataInizioValidita,idDecTipoIniziativa_descrizione,idDecTipoIniziativa_id,idDecTipoIniziativa_nome,dataChiusura
0.content.24,0,2025-03-24,2025-09-24,9999-12-31,2025-02-14,2025-03-24,2025-03-24,2025-03-24T12:01:30,2025-03-24,"Il Comitato ""Articolo16"", in collaborazione con ""Radicali Italiani"" e ""MuoverSì"", si impegna a promuovere una visione innovativa della mobilità in Italia, fondata sul principio fondamentale della libertà di scelta e di movimento. La nostra proposta introduce il concetto di “trasporto al pubblico”, che consente a chiunque di spostarsi utilizzando diverse modalità disponibili, incluse le piattaforme digitali. Questo approccio mira a creare un mercato più aperto e competitivo, a ridurre il traffico e l’inquinamento nelle nostre città, migliorando la qualità dell’aria e la vivibilità urbana. La riforma prevede anche la promozione di contratti di lavoro regolari per i conducenti, assicurando loro maggiore stabilità e tutela.

Nello specifico, il servizio taxi continuerà a operare con la possibilità di sostare in attesa dei clienti, mentre per gli NCC (Noleggio con Conducente) saranno stabilite regole chiare e prive di restrizioni arbitrarie. Il tradizionale sistema delle licenze sarà sostituito da un meccanismo più snello, basato su autorizzazioni regionali, semplificando così l’accesso al mercato. 

È il momento di aprire le porte al futuro: più libertà, più innovazione e una mobilità migliore per tutti!
","Una legge che rivoluzioni la mobilità urbana, che sfugga al ricatto delle lobby, che liberi le nostre città dalla morsa delle file davanti alle stazioni ferroviarie e agli aeroporti, che riduca l’impatto del traffico sulla qualità dell’aria. ",1800001,2800000,Disciplina dell'attività di trasporto al pubblico,Disciplina dell'attività di trasporto al pubblico,false,7070,https://www.articolo16.org/,,,50000,1999-12-31,2021-08-01,TTRASPORTO,13,TRASPORTO,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,9999-12-31,2021-09-22,VERIFICATO,1,VERIFICATO,9999-12-31,2021-08-01,Legge di iniziativa popolare (art. 71 Costituzione),4,Legge di iniziativa popolare (art. 71 Costituzione),
0.content.25,0,2025-05-13,2025-11-13,9999-12-31,2025-04-18,2025-05-13,2025-04-30,2025-04-30T10:30:26,2025-05-13,"La proposta di legge intende modificare i seguenti articoli della Costituzione Italiana:

Articolo 11
Si ritiene che l'articolo 11 sia soggetto ad eccessive forzature e ad interpretazioni discrezionali da parte dei Governi e che pertanto è necessario introdurre in Costituzione il concetto di neutralità dello Stato.

Articolo 75
Con riferimento all'articolo 75 della Costituzione si intende riformare in maniera definitiva la procedura referendaria concedendo ai cittadini italiani il diritto di poter esprimere la propria opinione attraverso referendum propositivi, abrogativi e di indirizzo.

Articolo 117
Con la riforma dell'articolo 117 della Costituzione si intende ripristinare la sovranità dello Stato e garantire l'indipendenza della Repubblica Italiana nei confronti di qualsiasi Istituzione internazionale ed in particolare dell'Unione Europea.

Articolo 138
Si ritiene che l'articolo 138 della Costituzione debba essere sottoposto a rettifica al fine di adattarlo alle modifiche proposte per l’art. 75 rendendolo omogeneo al numero di elettori richiesti per la validità del referendum.


","La proposta di legge intende modificare i seguenti articoli della Costituzione Italiana:

- l'articolo 11 della Costituzione riguardante la posizione della Repubblica Italiana nei confronti della guerra;

- gli articoli 75 e 138 della Costituzione riguardanti le procedure referendarie;

- l'articolo 117 della Costituzione riguardante la sovranità dello Stato.",2400002,3400003,"Legge di Iniziativa Popolare Costituzionale: Disposizioni sulla modifica degli articoli 11, 75, 117 e 138 della Costituzione in tema di neutralità, di referendum e di sovranità dello Stato.  ","Legge di Iniziativa Popolare Costituzionale: Disposizioni sulla modifica degli articoli 11, 75, 117 e 138 della Costituzione in tema di neutralità, di referendum e di sovranità dello Stato.  ",false,440,https://italexitperlitalia.it/iniziative,,,50000,9999-12-31,2021-08-01,VITA POLITICA,1,VITA POLITICA,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,9999-12-31,2021-09-22,VERIFICATO,1,VERIFICATO,9999-12-31,2021-08-01,Legge di iniziativa popolare (art. 71 Costituzione),4,Legge di iniziativa popolare (art. 71 Costituzione),
0.content.26,0,2025-05-13,2025-11-13,9999-12-31,2025-04-18,2025-05-13,2025-04-30,2025-04-30T10:08:43,2025-05-13,"Con la Legge Cost. 03/04/1989, n. 2, è stata di fatto introdotta in Italia la possibilità di indire referendum consultivi su questioni di rilevanza nazionale al fine di consentire alla cittadinanza di esprimere il proprio parere su determinate tematiche.
In occasione del referendum promosso a mezzo della legge sopra indicata la popolazione fu chiamata a pronunciarsi sull'opportunità di partecipare alla creazione dell’Unione Europea e di manifestare la volontà di avere una Costituzione sovranazionale condivisa.
Pertanto, si ritiene che i cittadini italiani debbano avere il diritto di poter esprimere la propria opinione attraverso un referendum nazionale di indirizzo, in particolare sulla questione europea, proprio in considerazione del fatto che detta possibilità è data al Parlamento a mezzo di una autoconcessione realizzata con una Legge Costituzionale creata ad hoc. 
In caso contrario, infatti, si verificherebbe una vera e propria discrasia nel sistema che non consentirebbe alla popolazione di esprimersi in maniera referendaria su questioni rispetto alle quali invece il Parlamento può indire un referendum.","La Legge propone di introdurre un referendum avente per oggetto il seguente quesito: 
""Ritenete che l'Italia debba uscire dall'Unione Europea ripristinando la piena sovranità nazionale?""
",2400000,3400000,Legge di Iniziativa Popolare Costituzionale: Disposizioni sulla indizione di un referendum di indirizzo per la richiesta ai cittadini italiani di manifestare la volontà di uscire dall’Unione Europea.,Legge di Iniziativa Popolare Costituzionale: Disposizioni sulla indizione di un referendum di indirizzo per la richiesta ai cittadini italiani di manifestare la volontà di uscire dall’Unione Europea.,false,727,https://italexitperlitalia.it/iniziative,,,50000,9999-12-31,2021-08-01,UNIONE EUROPEA,3,UNIONE EUROPEA,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,9999-12-31,2021-09-22,VERIFICATO,1,VERIFICATO,9999-12-31,2021-08-01,Legge di iniziativa popolare (art. 71 Costituzione),4,Legge di iniziativa popolare (art. 71 Costituzione),
0.content.27,0,2025-05-26,2025-11-26,9999-12-31,2025-05-24,2025-05-26,2025-05-26,2025-05-26T17:51:17,2025-05-26,"Sintesi della Proposta di Legge: Finalità e Obiettivi
La proposta di legge, ispirata ai principi di giustizia sociale e tutela della salute dei lavoratori sanciti dalla Costituzione, mira a rafforzare la protezione dei conducenti di veicoli adibiti al trasporto merci attraverso le seguenti finalità specifiche:
Tutela pensionistica e previdenziale
Prevede l’anticipazione dell’età pensionabile e/o l’incremento del coefficiente di trasformazione del montante contributivo, modulati in base alla durata e all’intensità dell’attività usurante svolta, per garantire una pensione adeguata ai lavoratori del settore.
Benessere psico-fisico dei lavoratori
Promuove l’accesso prioritario a programmi specifici di salute e sicurezza sul lavoro, comprendenti servizi di telemedicina, prevenzione, recupero fisico e psicologico, oltre a campagne di sensibilizzazione e formazione dedicate alla categoria.

Sicurezza stradale

Mira a ridurre il rischio di incidenti causati da affaticamento e stress, in linea con gli orientamenti giurisprudenziali che pongono la tutela psico-fisica del conducente come condizione essenziale per la sicurezza della circolazione.

Incentivi economici

Introduce incentivi per i lavoratori che scelgono di proseguire l’attività oltre l’età per la pensione anticipata e per le imprese che adottano misure migliorative delle condizioni lavorative dei propri dipendenti.

Contributi figurativi aggiuntivi

Prevede l’assegnazione di contributi figurativi aggiuntivi per ogni ann","La presente proposta di legge si pone l'obiettivo primario di riconoscere formalmente il lavoro dei conducenti del trasporto merci come lavoro usurante. Tale riconoscimento, lungi dal costituire un mero atto dichiarativo, mira a dispiegare una serie di misure di tutela concrete ed efficaci, atte a compensare il logoramento psico-fisico subito dai lavoratori e a promuovere un miglioramento complessivo delle loro condizioni di vita e di lavoro.",2700001,3800002,"""Zotti-Lizzi per il Riconoscimento del lavoro usurante per i conducenti del trasporto merci""", “Zotti-Lizzi per il Riconoscimento del lavoro usurante per i conducenti del trasporto merci”,false,3213,www.willysicurezzaelegalita.it,,,50000,1999-12-31,2021-08-01,TTRASPORTO,13,TRASPORTO,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,9999-12-31,2021-09-22,VERIFICATO,1,VERIFICATO,9999-12-31,2021-08-01,Legge di iniziativa popolare (art. 71 Costituzione),4,Legge di iniziativa popolare (art. 71 Costituzione),
0.content.28,0,2025-05-28,2025-11-28,9999-12-31,2025-05-15,2025-05-28,2025-05-21,2025-05-21T23:03:14,2025-05-28,"Firma per un’Italia che cresce consapevole e sana! A scuola si coltiva salute, rispetto, futuro.

Serve un’educazione integrata che metta al centro la persona, il cibo, l’ambiente e la qualità della vita.
Per questo nasce la proposta di legge di iniziativa popolare che introduce, in tutte le scuole, università e accademie militari, l’insegnamento obbligatorio di: Educazione Alimentare, degli Stili di Vita Sani e Sostenibilità Ambientale.

Tre ambiti fondamentali, un’unica missione: formare cittadini consapevoli.

- L’Educazione Alimentare insegna a scegliere il cibo con intelligenza, a conoscere la dieta mediterranea, a prevenire disturbi alimentari, obesità e malattie croniche.
 - L’Educazione alla Sostenibilità Ambientale rafforza la consapevolezza ecologica, promuove pratiche sostenibili e rispetto per la biodiversità.
- L’Educazione agli Stili di Vita Sani stimola l’attività fisica, il benessere mentale e relazionale, la responsabilità verso sé e gli altri.

È un investimento nella salute pubblica, nella cultura del cibo, nell’equilibrio tra persona e pianeta.

Questa legge non è solo prevenzione sanitaria: è cultura, è sostenibilità, è dignità, è sviluppo economico.
Riscopre la tradizione alimentare italiana e la proietta nel futuro, sostenendo anche le filiere locali e l’economia dei territori.
Diffondere la cultura della prevenzione si da piccoli, migliora la vita e rende il sistema più sostenibile

Firma, condividi, sostieni. Il futuro comincia da ciò che insegniamo.","Firma per un’Italia più consapevole e sana!
A scuola si coltiva salute, rispetto, futuro.
Sostieni la proposta di legge a favore Educazione Alimentare, Stili di Vita Sani e Sostenibilità Ambientale in tutte le scuole e percorsi formativi.
Tre ambiti, una missione: prevenire, educare, far crescere.
È un investimento nella salute pubblica, nella cultura del cibo, nell’equilibrio tra persona e pianeta.
Per una società più sana, sostenibile e giusta.
Riscopre la tradizione alimentare italiana e la proietta nel futuro.
Firma. Condividi. Il futuro comincia da ciò che insegniamo.",2600003,3700000,"“Introduzione dell’insegnamento dell’Educazione alimentare, ambientale e agli stili di vita sani nelle scuole, enti di istruzione e formazione di Forze Armate, Forze di Polizia e di pubblico soccorso”","“Introduzione dell’insegnamento dell’Educazione alimentare, ambientale e agli stili di vita sani nelle scuole, enti di istruzione e formazione di Forze Armate, Forze di Polizia e di pubblico soccorso""",false,1764,www.longaevitas.it,,,50000,1999-12-31,2021-08-01,QUESTIONI SOCIALI,8,QUESTIONI SOCIALI,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,9999-12-31,2021-09-22,VERIFICATO,1,VERIFICATO,9999-12-31,2021-08-01,Legge di iniziativa popolare (art. 71 Costituzione),4,Legge di iniziativa popolare (art. 71 Costituzione),
0.content.29,0,2025-05-28,2025-11-28,9999-12-31,2025-05-10,2025-05-28,2025-05-28,2025-05-28T11:30:17,2025-05-28,"La presente proposta di legge di iniziativa popolare intende tutelare i cittadini contribuenti obbligati a pagare il contributo consortile di bonifica per servizi mai ricevuti. Tale contributo, previsto dall’art. 860 del codice civile e dal R.D. 215/1933, grava su proprietari di terreni agricoli nel perimetro di contribuenza, ma spesso senza benefici concreti. La Corte di Cassazione ha stabilito che il consorzio deve provare l’effettivo vantaggio diretto e specifico derivante dalle opere di bonifica. Nonostante ciò, i consorzi notificano accertamenti e cartelle, costringendo i contribuenti a ricorsi con spese elevate e rischi di pagamenti ingiustificati. La proposta mira a garantire l’onere della prova al consorzio, l’ammissibilità del ricorso collettivo con contributo unificato ridotto a 30 euro, l’assistenza tecnica di associazioni, e la sospensione obbligatoria della riscossione in primo grado. Si propone inoltre che le cartelle di pagamento siano precedute da un avviso motivato. Queste modifiche assicurano un processo tributario più equo e una difesa efficace dei consorziati, semplificando l’accesso alla giustizia e prevenendo ingiusti pagamenti anticipati.
","La proposta di legge mira a tutelare i cittadini dai contributi richiesti dai consorzi di bonifica, spesso ritenuti ingiusti. Introduce il ricorso collettivo con contributo fisso di 30 euro, assistenza legale da parte di associazioni, sospensione automatica della riscossione in primo grado e obbligo di motivare dettagliatamente le cartelle. L’obiettivo è garantire una difesa effettiva e accessibile, nel rispetto dell’art. 24 della Costituzione.",2500000,3800006,"Modifiche al processo tributario per le controversie sui contributi di bonifica, per garantire una difesa efficace dei consorziati ai sensi dell’art. 24 della Costituzione.","Modifiche delle norme del processo tributario (Decreto Legislativo 31 dicembre 1992, n. 546, e successive modifiche ed integrazioni), in materia di controversie relative ai contributi di bonifica, al fine di consentire un’efficace difesa dei cittadini consorziati (art. 24 della Costituzione).",false,330,,,,50000,1999-12-31,2021-08-01,DIRITTO,4,DIRITTO,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,,,,,,9999-12-31,2021-08-01,Legge di iniziativa popolare (art. 71 Costituzione),4,Legge di iniziativa popolare (art. 71 Costituzione),
0.content.30,0,2025-06-09,2025-12-09,9999-12-31,2025-03-08,2025-06-09,2025-06-09,2025-06-09T21:28:13,2025-06-09,"Lo scopo della presente proposta di legge è pertanto quello di provvedere forzatamente a
ridistribuire la popolazione degli orsi attualmente presente nella parte occidentale della provincia di Trent, che si stima essere pari a circa 32esemplari, su tutto l’arco alpino coinvolgendo i territori delle 5 regioni alpine.
Così facendo, potremo salvare gli orsi dalle ordinanze di abbattimento ed al contempo ridurre drasticamente la possibilità di incontri accidentali con gli esseri umani, garantendo così anche la serenità dei turisti e delle popolazioni locali.
- Di intesa ed in collaborazione con la provincia autonoma di Trento e della Regione Trentino, gli orsi attualmente presente in loco, verranno inventariati e muniti di radio collare entro il termine di 12 mesi dalla entrata i vigore delle presente legge.
- Terminata l’operazione di cui sopra, gli orsi verranno ridistribuiti sull’arco alpino, in coppia e più precisamente :
- Nr. 4 esemplari nella Regione Friuli Venezia Giulia;
- Nr. 8 esemplari nella Regione Veneto;
- Nr. 8 esemplari nella Regione Lombardia;
- Nr. 8 esemplari nella Regione Piemonte;
- Nr. 4 esemplari nella Regione Valle D’Aosta.
- Al censimento ed ai trasferimenti degli animali provvederà il Comando unità forestali, ambientali e agro alimentare dell’Arma dei Carabinieri, con mezzi e risorse proprie.
Per informazioni contattare il numero 3801531588 con messaggi whatsapp.","L’episodio di aggressione, con conseguenze letali ai danni dell’uomo avvenuta il 5 aprile 2023 in Val di sole, ha portato alla ribalta delle cronache l’esistenza di un discreto gruppo di plantigradi concentrati nella parte occidentale della Provincia di Trento, fatto per lo più ignoto alla

maggioranza degli italiani. L’orso infatti è un animale schivo, normalmente di indole pacifica, che normalmente rifugge il contatto con l’uomo.",2000006,3900019,RIDISTRIBUIAMO GLI ORSI SULL'ARCO ALPINO,SALVIAMO GLI ORSI DISTRIBUENDOLI IN TUTTE LE REGIONI ALPINE ITALIANE,false,747,www.rispettopertuttiglianimali.it,,,50000,1999-12-31,2021-08-01,AMBIENTE,14,AMBIENTE,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,9999-12-31,2021-09-22,VERIFICATO,1,VERIFICATO,9999-12-31,2021-08-01,Legge di iniziativa popolare (art. 71 Costituzione),4,Legge di iniziativa popolare (art. 71 Costituzione),
0.content.31,0,2025-06-10,2025-12-10,9999-12-31,2025-05-13,2025-06-10,2025-06-10,2025-06-10T13:00:54,2025-06-10,"La legge istituisce una rete pubblica di Servizi di Psicologia di Territorio, presenti in scuole, ospedali, luoghi di lavoro, servizi sociali, case di comunità e carceri. Questi assicurano interventi di promozione del benessere, prevenzione, ascolto, diagnosi, sostegno, psicoterapia e riabilitazione, rivolti a singoli, famiglie, gruppi e comunità. L’accesso è diretto e gratuito, anche per cittadini stranieri in situazioni di fragilità.

I professionisti del servizio lavorano in équipe integrate, in coordinamento con i servizi sanitari, educativi e sociali. Il modello è preventivo e comunitario, per intercettare il disagio prima che diventi emergenza e ridurre gli accessi impropri al sistema sanitario.

Per rafforzare il sistema, è previsto l’ingresso tramite contratto di formazione-lavoro psicologico per laureati magistrali abilitati, con accesso contestuale alla scuola di specializzazione, secondo un modello simile a quello già attivo per i medici. Questo permette di lavorare nella rete pubblica mentre si completa la specializzazione.

Infine, è previsto un bonus psicologico strutturale per garantire prestazioni a chi non può accedere ai servizi pubblici o è in attesa. Lo Stato promuove così un diritto: stare bene. Psicologicamente, ovunque.","Una rete psicologica nazionale pubblica e gratuita per prevenire il disagio dove inizia e per intervenire, promuovendo il capitale umano delle persone e combattendo la violenza e l'esclusione sociale alla radice. Non uno sportello nella stanza a fianco, ma nella nostra, dentro classi e uffici, associazioni sportive e ospedali contro l'isolamento, il bullismo, il mobbing, la prevaricazione, le dinamiche disfunzionali: per rimuovere tutti i freni invisibili ma presentissimi alla crescita sociale ed economica e al benessere individuale e collettivo.",2500001,3900020,Istituzione della Rete Nazionale dei Servizi Pubblici per il Benessere Psicologico,"Servizi pubblici per il benessere psicologico
",false,3455,www.dirittoastarebene.it,,,50000,1999-12-31,2021-08-01,QUESTIONI SOCIALI,8,QUESTIONI SOCIALI,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,9999-12-31,2021-09-22,VERIFICATO,1,VERIFICATO,9999-12-31,2021-08-01,Legge di iniziativa popolare (art. 71 Costituzione),4,Legge di iniziativa popolare (art. 71 Costituzione),
0.content.32,0,2025-06-25,2025-12-25,9999-12-31,2025-06-24,2025-06-25,2025-06-25,2025-06-25T15:18:28,2025-06-26,"Questa nostra proposta di Legge di iniziativa popolare, annunciata in Gazzetta Ufficiale il 24 giugno, vuole dare rappresentanza a quella stragrande maggioranza degli italiani contraria da decenni alla caccia e tanto più alle estensioni dell’attività venatoria, all’uccisione degli animali per divertimento, contro il Disegno di Legge annunciato dal Ministro Lollobrigida e presentato al Senato il 20 giugno (n.1552) con prime firme i Capigruppo della maggioranza Malan, Romeo, Gasparri, Salvitti.
Questa nostra proposta sarà così iscritta all’esame del Parlamento assieme al Disegno di Legge voluto dal Ministro dell’Agricoltura che punta a ottenere più caccia, sempre e ovunque, più armi, più animali uccisi, meno controlli, meno sicurezza per i cittadini e, su ognuna di queste, registreremo e faremo conoscere il voto favorevole o contrario di ogni senatore e deputato.
Questa nostra proposta è coerente con il nuovo articolo 9 della Costituzione e con l’articolo 13 del Trattato Europeo, oltre a essere una necessità la pacifica convivenza con le altre specie animali, importanza dovuta anche a livello sociale.
L’introduzione di un divieto generale dell’attività venatoria, principio etico di grande evoluzione, accompagnato da metodi di gestione non cruenti della fauna in caso di pericolo, rappresenta un passo ulteriore verso un modello di tutela integrale degli animali selvatici e, soprattutto, di pacifica convivenza. ","Proposta di legge di iniziativa popolare per il divieto di caccia, il diritto alla vita degli animali selvatici e la promozione della convivenza con gli stessi",2900000,4100011,"Proposta di legge di iniziativa popolare per il divieto di caccia, il diritto alla vita degli animali selvatici e la promozione della convivenza con gli stessi","STOP CACCIA!
STOP UCCISIONI DEGLI ANIMALI PER DIVERTIMENTO
",false,25259,https://bit.ly/stop-caccia,,,50000,1999-12-31,2021-08-01,AMBIENTE,14,AMBIENTE,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,9999-12-31,2021-09-22,VERIFICATO,1,VERIFICATO,9999-12-31,2021-08-01,Legge di iniziativa popolare (art. 71 Costituzione),4,Legge di iniziativa popolare (art. 71 Costituzione),
0.content.33,0,2025-06-26,2025-12-26,9999-12-31,2025-06-06,2025-06-26,2025-06-25,2025-06-25T14:57:51,2025-06-26,"La proposta di legge di iniziativa popolare Eutanasia Legale, promossa dall’Associazione Luca Coscioni, vuole dare una risposta concreta a chi chiede di poter scegliere liberamente come e quando porre fine alla propria vita, in presenza di malattie irreversibili e sofferenze insopportabili.
La proposta, che si compone di 8 articoli, disciplina le modalità attraverso cui una persona, affetta da una condizione o patologia irreversibile o da una patologia con una prognosi infausta a breve termine, fonte di sofferenze fisiche o psicologiche intollerabili, può richiedere e ottenere assistenza sanitaria e/o medica per porre fine volontariamente alla propria vita sia con autosomministrazione che con somministrazione dei farmaci per il fine vita da parte del personale sanitario.
Il testo prevede un percorso definito, con controlli, tempistiche certe e garanzie, per evitare abusi e tutelare la volontà della persona malata.
L’assistenza è garantita in modo gratuito e volontario, anche tramite medici di fiducia.
La proposta esclude la punibilità per chi partecipa nel rispetto della procedura e prevede che il Ministero della Salute riferisca annualmente al Parlamento sull’attuazione della legge.
È un’iniziativa che afferma il diritto all’autodeterminazione nel fine vita, nel rispetto della dignità e della libertà individuale.","La proposta di legge per l’Eutanasia Legale dà una risposta concreta a chi chiede di poter scegliere liberamente come e quando porre fine alla propria vita, in presenza di malattie irreversibili e sofferenze insopportabili.  Indica le condizioni e definisce tempi e modalità di accesso alla morte volontaria. Le condizioni, che devono essere verificate dal Servizio sanitario nazionale, sono: una condizione o patologia irreversibile o con prognosi infausta a breve termine, sofferenze fisiche o psicologiche intollerabili e la capacità di prendere decisioni libere e consapevoli. ",2800004,4100009,Disposizioni in materia di aiuto medico alla morte volontaria,Eutanasia Legale: ora serve una buona legge,false,47483,https://www.associazionelucacoscioni.it/eutanasia-legale-la-proposta-di-legge-popolare,,,50000,1999-12-31,2021-08-01,DIRITTO,4,DIRITTO,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,9999-12-31,2021-09-22,VERIFICATO,1,VERIFICATO,9999-12-31,2021-08-01,Legge di iniziativa popolare (art. 71 Costituzione),4,Legge di iniziativa popolare (art. 71 Costituzione),
0.content.34,0,2025-07-02,2026-01-02,9999-12-31,2025-06-28,2025-07-02,2025-07-02,2025-07-02T15:56:41,2025-07-02,"Nonostante il Governo abbia portato avanti due sperimentazioni sul voto a distanza - la prima in occasione delle Europee di giugno 2024 e la seconda agli ultimi referendum di giugno 2025 - la legge delega s.787 è ancora bloccata in Senato. 

Nel nostro Paese al giorno d’oggi le persone si muovono all’interno dei confini nazionali per svariate ragioni: studiare all’università, curarsi in un ospedale specializzato, lavorare per qualche anno in una regione diversa o anche solo compiere una trasferta lavorativa di uno o più giorni (si pensi, ad esempio, al mondo dello sport e dello spettacolo o al  settore dei trasporti). Tornare alla propria residenza per ogni elezione comporta un costo elevato in termini di tempo, risorse economiche e organizzazione - quando non risulta del tutto impossibile. Così chi si trova in trasferta per motivi di lavoro o altri impegni improrogabili è spesso costretto a rinunciare all’esercizio di un proprio diritto costituzionale. In un periodo di alto astensionismo elettorale, siamo convinti che la politica debba garantire ai cittadini in mobilità di poter votare nel luogo in cui si trovano. 

L’obiettivo della suddetta proposta è dunque arrivare alle elezioni Politiche del 2027 con una legge in grado di garantire il voto a distanza. L’Italia è l’unico grande Paese europeo a non garantire questa possibilità, è arrivato il momento di risolvere la questione una volta per tutte. 
","La presente proposta di legge popolare intende rimettere sul tavolo del Parlamento la legge delega al Governo approvata il 4 luglio 2023 alla Camera per garantire a tutte e tutti i cittadini la possibilità di votare fuorisede, ovvero nel luogo dove effettivamente si vive o si è in un determinato momento, senza spendere soldi e tempo per tornare nel luogo di residenza. ",3000000,4200000,Voglio votare fuorisede,Voglio votare fuorisede,false,3149,https://willmedia.it/voto-fuorisede/,,,50000,9999-12-31,2021-08-01,VITA POLITICA,1,VITA POLITICA,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,9999-12-31,2021-09-22,VERIFICATO,1,VERIFICATO,9999-12-31,2021-08-01,Legge di iniziativa popolare (art. 71 Costituzione),4,Legge di iniziativa popolare (art. 71 Costituzione),
0.content.35,0,2024-07-29,2024-10-18,9999-12-31,2024-07-18,2024-07-29,2024-07-26,2024-07-26T18:25:11,2024-10-18,"La Riserva MAB UNESCO del Monte Peglia, Riserva della Biosfera UNESCO dell’Umbria promuove l’abrogazione referendaria dell’autonomia differenziata. ""Sentiamo il dovere di intervenire"" dichiara il Presidente Francesco Paola ""a tutela della salute umana, della sicurezza ambientale e per la tutela climatica che è ""Una e Indivisibile"", per la difesa degli obblighi climatici dell'Italia, dell'Accordo di Parigi, e di tutti gli sforzi che gli Stati e delle organizzazioni della società civile stanno realizzando su scala globale nell'emergenza climatica attuale, occorre un coordinamento unitario e su scala mondiale, e non possiamo correre il rischio che questi sforzi siano vanificati. La frammentazione delle competenze su queste materie, introdotta dall'autonomia  differenziata, viola l'Accordo di Parigi e gli obblighi climatici già assunti dall'Italia,  incentiva conflitti tra Regioni e corto circuiti istituzionali di vario tipo anche nella politica estera e
aggrava i rischi specie per le popolazioni più vulnerabili alle crisi ed emergenze climatiche che saranno sempre più ricorrenti. Realizziamo quelle che i documenti internazionali sul clima definiscono ""azioni trasformative"" ed urgenti. Agiamo per la coesione nazionale e internazionale per il ruolo più che mai necessario delle Istituzioni nazionali e Internazionali che l'autonomia differenziata infrange"".  ","La Riserva MAB Unesco del Monte Peglia, Riserva della Biosfera Unesco dell’Umbria promuove l’abrogazione della legge sull'autonomia differenziata: ""La sfida per la Salute, l'Ambiente e il Clima è ""Una e Indivisibile"". Abroga l'autonomia differenziata. UNISCILITALIA""",500006,500036,"Legge 26 giugno  2024,  n.  86, ""Disposizioni per  l'attuazione  dell'autonomia  differenziata  delle Regioni a statuto ordinario ai sensi dell'articolo 116, terzo  comma, della Costituzione""","Contro l’autonomia differenziata. UNISCILITALIA La sfida per la Salute, l’Ambiente e il Clima è Una e Indivisibile.  Firma i quesiti della Riserva Mab Unesco dell'Umbria!",false,12662,https://www.facebook.com/MontepegliaProgettoUnesco,,,500000,1999-12-31,2021-08-01,DIRITTO,4,DIRITTO,9999-12-31,2021-08-01,CHIUSA,3,CHIUSA,9999-12-31,2021-09-22,VERIFICATO,1,VERIFICATO,9999-12-31,2021-08-01,Referendum  abrogativo (art. 75 Costituzione) ,1,Referendum  abrogativo (art. 75 Costituzione),2024-10-18
